CleRegle;NomRegle;Severite;NomLangage;TypeRegle;Etiquette
objc:S3973;A conditionally executed single line should be denoted by indentation;CRITICAL;Objective-C;CODE_SMELL;{confusing,suspicious}
objc:S1448;Classes should not have too many methods;MAJOR;Objective-C;CODE_SMELL;{brain-overload}
objc:S5000;memcmp should only be called with pointers to trivially copyable types with no padding;BLOCKER;Objective-C;BUG;{unpredictable}
squid:S3551;Overrides should match their parent class methods in synchronization;MAJOR;Java;BUG;{cert,multi-threading}
squid:S2235;IllegalMonitorStateException should not be caught;CRITICAL;Java;CODE_SMELL;{error-handling,multi-threading}
squid:S1143;Jump statements should not occur in finally blocks;CRITICAL;Java;BUG;{cert,cwe,error-handling}
squid:S1141;Try-catch blocks should not be nested;MAJOR;Java;CODE_SMELL;{confusing,error-handling}
squid:S2689;Files opened in append mode should not be used with ObjectOutputStream;BLOCKER;Java;BUG;{serialization}
objc:PPIncludeSignal;<signal.h> should not be used;CRITICAL;Objective-C;BUG;{based-on-misra,lock-in}
squid:S3658;Unit tests should throw exceptions;MINOR;Java;CODE_SMELL;{clumsy,error-handling,tests}
squid:S4517;InputSteam.read() implementation should not return a signed byte;MAJOR;Java;BUG;{}
squid:S2142;InterruptedException should not be ignored;MAJOR;Java;BUG;{cwe,error-handling,multi-threading}
squid:S4682;@CheckForNull or @Nullable should not be used on primitive types;MINOR;Java;CODE_SMELL;{}
squid:UndocumentedApi;Public types, methods and fields (API) should be documented with Javadoc;MAJOR;Java;CODE_SMELL;{convention}
squid:S2272;Iterator.next() methods should throw NoSuchElementException;MINOR;Java;BUG;{error-handling,unpredictable}
squid:S2139;Exceptions should be either logged or rethrown but not both;MAJOR;Java;CODE_SMELL;{clumsy,error-handling}
squid:S1161;@Override should be used on overriding and implementing methods;MAJOR;Java;CODE_SMELL;{bad-practice}
squid:S2629;Preconditions and logging arguments should not require evaluation;MAJOR;Java;CODE_SMELL;{performance}
squid:S4926;serialVersionUID should not be declared blindly;MINOR;Java;CODE_SMELL;{pitfall,serialization}
squid:S4929;read(byte[],int,int) should be overridden;MINOR;Java;CODE_SMELL;{performance}
squid:S4925;Class.forName() should not load JDBC 4.0+ drivers;MAJOR;Java;CODE_SMELL;{obsolete}
squid:S1751;Loops with at most one iteration should be refactored;MAJOR;Java;BUG;{}
squid:S2737;catch clauses should do more than rethrow;MINOR;Java;CODE_SMELL;{clumsy,error-handling,finding,unused}
squid:S3822;Hibernate should not update database schemas;CRITICAL;Java;BUG;{hibernate,sql}
squid:S1698;== and != should not be used when equals is overridden;MINOR;Java;CODE_SMELL;{cert,cwe,suspicious}
squid:S1695;NullPointerException should not be explicitly thrown;MAJOR;Java;CODE_SMELL;{error-handling,pitfall}
squid:S1217;Thread.run() should not be called directly;MAJOR;Java;BUG;{cert,cwe,multi-threading}
squid:S3878;Arrays should not be created for varargs parameters;MINOR;Java;CODE_SMELL;{clumsy}
squid:S4973;Strings and Boxed types should be compared using equals();MAJOR;Java;BUG;{cert,cwe}
squid:S4738;Java 8 features should be preferred to Guava;MAJOR;Java;CODE_SMELL;{guava,java8}
squid:S3984;Exception should not be created without being thrown;MAJOR;Java;BUG;{error-handling}
squid:S4838;An iteration on a Collection should be performed on the type handled by the Collection;MINOR;Java;CODE_SMELL;{bad-practice,clumsy}
squid:S4719;StandardCharsets constants should be preferred;MINOR;Java;CODE_SMELL;{clumsy,java7}
squid:S3032;JEE applications should not getClassLoader;MINOR;Java;BUG;{jee}
squid:S2183;Ints and longs should not be shifted by zero or more than their number of bits-1;MINOR;Java;BUG;{}
squid:S2166;Classes named like Exception should extend Exception or a subclass;MAJOR;Java;CODE_SMELL;{convention,error-handling,pitfall}
squid:S3014;ThreadGroup should not be used;BLOCKER;Java;CODE_SMELL;{cert,design,suspicious}
squid:RedundantThrowsDeclarationCheck;throws declarations should not be superfluous;MINOR;Java;CODE_SMELL;{clumsy,error-handling,redundant,unused}
squid:S3077;Non-primitive fields should not be volatile;MINOR;Java;BUG;{cert,multi-threading}
squid:S3078;volatile variables should not be used with compound operators;MAJOR;Java;BUG;{cert,multi-threading}
squid:S3065;Min and max used in combination should not always return the same value;MAJOR;Java;BUG;{}
php:S4529;Exposing HTTP endpoints is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a1,owasp-a3,owasp-a7,sans-top25-insecure,sans-top25-porous,sans-top25-risky,spring}
php:S2077;Executing SQL queries is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cert,cwe,owasp-a1,sans-top25-insecure,sql}
php:S4817;Executing XPath expressions is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cert,cwe,owasp-a1}
php:S4818;Using Sockets is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a1,owasp-a3,sans-top25-porous,sans-top25-risky}
php:S2070;SHA-1 and Message-Digest hash algorithms should not be used in secure contexts;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a6,sans-top25-porous,spring}
php:S1751;Loops with at most one iteration should be refactored;MAJOR;PHP;BUG;{}
php:S3011;Changing or bypassing accessibility is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cert,owasp-a3}
php:S4507;Delivering code in production with debug features activated is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a3}
php:S2737;catch clauses should do more than rethrow;MINOR;PHP;CODE_SMELL;{clumsy,error-handling,finding,unused}
php:S1523;Dynamically executing code is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a1,owasp-a7}
php:S4721;Executing OS commands is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,sans-top25-insecure}
php:S1854;Dead stores should be removed;MAJOR;PHP;CODE_SMELL;{cert,cwe,unused}
php:S4787;Encrypting data is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a3,owasp-a6,sans-top25-porous}
php:S4423;Weak SSL protocols should not be used;MAJOR;PHP;VULNERABILITY;{cwe,owasp-a3,owasp-a6,sans-top25-porous}
php:S2245;Using pseudorandom number generators (PRNGs) is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cert,cwe,owasp-a3}
php:S4784;Using regular expressions is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a1,sans-top25-porous}
php:S4828;Signalling processes is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe}
php:S4829;Reading the Standard Input is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe}
php:S4825;Sending HTTP requests is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a1,owasp-a3}
php:S4830;SSL/TLS certificates chain of trust verification should not be disabled;CRITICAL;PHP;VULNERABILITY;{ssl}
php:S4797;Handling files is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cert,cwe,owasp-a1,owasp-a3,sans-top25-porous,sans-top25-risky}
php:S4833;Use of namespaces should be preferred to include or require functions;MAJOR;PHP;CODE_SMELL;{drupal}
php:S3984;Exception should not be created without being thrown;MAJOR;PHP;BUG;{error-handling}
php:S2255;Using cookies is security-sensitive;MINOR;PHP;VULNERABILITY;{cert,cwe,owasp-a1,owasp-a3,sans-top25-porous}
php:S3626;Jump statements should not be redundant;MINOR;PHP;CODE_SMELL;{clumsy,redundant}
php:S4834;Controlling permissions is security-sensitive;CRITICAL;PHP;VULNERABILITY;{owasp-a5,sans-top25-porous}
php:S4790;Hashing data is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a3,sans-top25-porous}
php:S4792;Configuring loggers is security-sensitive;CRITICAL;PHP;VULNERABILITY;{cwe,owasp-a10,owasp-a3,sans-top25-porous}
php:S2092;Creating cookies without the secure flag is security-sensitive;MINOR;PHP;VULNERABILITY;{cwe,owasp-a2,owasp-a3,sans-top25-porous}
cobol:S2589;Boolean expressions should not be gratuitous;MAJOR;COBOL;CODE_SMELL;{cert,cwe,misra,redundant}
cobol:S1134;Track uses of FIXME tags;MAJOR;COBOL;CODE_SMELL;{cwe}
cobol:S1135;Track uses of TODO tags;INFO;COBOL;CODE_SMELL;{cwe}
cobol:S4882;OCCURS DEPENDING ON should be used with a minimum value;MAJOR;COBOL;CODE_SMELL;{pitfall}
cobol:S4884;Paragraphs used by a PERFORM statement should not contain GO TO;CRITICAL;COBOL;BUG;{pitfall}
cobol:S4883;GO TO DEPENDING ON should not be used;CRITICAL;COBOL;CODE_SMELL;{}
cobol:S1300;Sections should not have too many lines of code;MAJOR;COBOL;CODE_SMELL;{brain-overload}
cobol:S3688;Track uses of disallowed modules;INFO;COBOL;CODE_SMELL;{}
cobol:WhereClauseLinesCheck;WHERE clauses should not contain too many lines of code;MAJOR;COBOL;CODE_SMELL;{brain-overload,performance,sql}
cobol:S1871;Two branches in a conditional structure should not have exactly the same implementation;MAJOR;COBOL;CODE_SMELL;{design,suspicious}
cobol:S1764;Identical expressions should not be used on both sides of a binary operator;MAJOR;COBOL;BUG;{cert}
cobol:COBOL.ParagraphOrSectionLinesCheck;Paragraphs should not have too many lines of code;MAJOR;COBOL;CODE_SMELL;{brain-overload}
cobol:S2269;Obsolete keywords should not be used;MINOR;COBOL;CODE_SMELL;{obsolete}
cobol:S4727;Unused condition names should be removed;MAJOR;COBOL;CODE_SMELL;{unused}
cobol:SQL.DynamicSqlCheck;SQL statements should not contain dynamic clauses;BLOCKER;COBOL;VULNERABILITY;{cwe,owasp-a1,sans-top25-insecure,sql}
cobol:S3923;All branches in a conditional structure should not have exactly the same implementation;MAJOR;COBOL;BUG;{}
cobol:S1745;INSERT statements should explicitly list the columns to be set;CRITICAL;COBOL;CODE_SMELL;{sql}
cobol:S3767;SQL statements should not use CAST(... AS CHAR/VARCHAR);MAJOR;COBOL;CODE_SMELL;{}
cobol:S4054;Queries that use FETCH FIRST should have an ORDER BY;MAJOR;COBOL;BUG;{sql}
cobol:COBOL.StopRunUsageCheck;STOP RUN or GOBACK should be the last statement of a sequence;MAJOR;COBOL;BUG;{unused}
cobol:S124;Track comments matching a regular expression;MAJOR;COBOL;CODE_SMELL;{}
cobol:S1966;Alphanumeric values should not be moved to numeric fields;CRITICAL;COBOL;BUG;{cwe}
tsql:S3650;WHERE clauses should not contain redundant conditions;MAJOR;T-SQL;BUG;{sql}
tsql:S2737;CATCH clauses should do more than rethrow;MINOR;T-SQL;CODE_SMELL;{clumsy,error-handling,finding,unused}
c:S2342;Enumeration names should comply with a naming convention;MINOR;C;CODE_SMELL;{convention}
c:S2479;Control characters should not be used in literals;CRITICAL;C;CODE_SMELL;{pitfall}
c:S1854;Dead stores should be removed;MAJOR;C;CODE_SMELL;{cert,cwe,unused}
c:S1749;Type specifiers should be listed in a standard order;MINOR;C;CODE_SMELL;{}
c:S3923;All branches in a conditional structure should not have exactly the same implementation;MAJOR;C;BUG;{}
c:S3222;Label names should comply with a naming convention;MINOR;C;CODE_SMELL;{convention}
c:S1751;Loops with at most one iteration should be refactored;MAJOR;C;BUG;{}
c:S1871;Two branches in a conditional structure should not have exactly the same implementation;MAJOR;C;CODE_SMELL;{design,suspicious}
c:S1079;scanf() and fscanf() format strings should specify a field width for the %s string placeholder;CRITICAL;C;VULNERABILITY;{cwe,injection,sans-top25-risky}
c:S1878;union names should comply with a naming convention;MINOR;C;CODE_SMELL;{convention}
c:S1764;Identical expressions should not be used on both sides of a binary operator;MAJOR;C;BUG;{cert}
c:S1642;struct names should comply with a naming convention;MINOR;C;CODE_SMELL;{convention}
c:S3973;A conditionally executed single line should be denoted by indentation;CRITICAL;C;CODE_SMELL;{confusing,suspicious}
c:S5000;memcmp should only be called with pointers to trivially copyable types with no padding;BLOCKER;C;BUG;{unpredictable}
cpp:S2342;Enumeration names should comply with a naming convention;MINOR;C++;CODE_SMELL;{convention}
cpp:S2479;Control characters should not be used in literals;CRITICAL;C++;CODE_SMELL;{pitfall}
cpp:S1141;Try-catch blocks should not be nested;MAJOR;C++;CODE_SMELL;{confusing,error-handling}
cpp:S1706;Exceptions should not be used;MAJOR;C++;CODE_SMELL;{}
cpp:S3654;Destructors should be noexcept;BLOCKER;C++;BUG;{cpp11,error-handling}
cpp:S4998;Function parameters should not be of type std::unique_ptr<T> const &;MAJOR;C++;CODE_SMELL;{bad-practice,clumsy,cpp11,design}
cpp:S4997;std::auto_ptr should not be used;BLOCKER;C++;BUG;{cpp11,suspicious}
cpp:S4999;memcpy, memmove, and memset should only be called with pointers to trivially copyable types;BLOCKER;C++;BUG;{}
cpp:S1854;Dead stores should be removed;MAJOR;C++;CODE_SMELL;{cert,cwe,unused}
cpp:S3470;Standard namespaces should not be modified;CRITICAL;C++;CODE_SMELL;{cert,cpp11}
cpp:S2156;final classes should not have protected members;MINOR;C++;CODE_SMELL;{confusing,cpp11}
cpp:S1749;Type specifiers should be listed in a standard order;MINOR;C++;CODE_SMELL;{}
cpp:S3923;All branches in a conditional structure should not have exactly the same implementation;MAJOR;C++;BUG;{}
cpp:S3468;Function declarations that look like variable declarations should not be used;MAJOR;C++;BUG;{cert}
cpp:S3222;Label names should comply with a naming convention;MINOR;C++;CODE_SMELL;{convention}
cpp:S1771;A struct should not have member functions;MAJOR;C++;CODE_SMELL;{pitfall}
cpp:ClassName;Class names should comply with a naming convention;MINOR;C++;CODE_SMELL;{convention}
cpp:S1751;Loops with at most one iteration should be refactored;MAJOR;C++;BUG;{}
cpp:S1871;Two branches in a conditional structure should not have exactly the same implementation;MAJOR;C++;CODE_SMELL;{design,suspicious}
cpp:S1079;scanf() and fscanf() format strings should specify a field width for the %s string placeholder;CRITICAL;C++;VULNERABILITY;{cwe,injection,sans-top25-risky}
cpp:S1878;union names should comply with a naming convention;MINOR;C++;CODE_SMELL;{convention}
cpp:S3252;static base class members should not be accessed via derived types;CRITICAL;C++;CODE_SMELL;{confusing}
cpp:S1764;Identical expressions should not be used on both sides of a binary operator;MAJOR;C++;BUG;{cert}
cpp:S1642;struct names should comply with a naming convention;MINOR;C++;CODE_SMELL;{convention}
cpp:S2737;catch clauses should do more than rethrow;MINOR;C++;CODE_SMELL;{clumsy,error-handling,finding,unused}
cpp:S5018;Move operations should be noexcept;BLOCKER;C++;BUG;{cpp11,error-handling}
cpp:S4963;The Rule-of-Zero should be followed;CRITICAL;C++;CODE_SMELL;{cert,leak}
cpp:S4962;nullptr should be used to denote the null pointer;CRITICAL;C++;CODE_SMELL;{bad-practice,cpp11}
cpp:S5019;Lambdas that capture this should capture everything explicitly;CRITICAL;C++;CODE_SMELL;{confusing,cpp11,pitfall}
cpp:S5020;srand, rand and random_shuffle should not be used;BLOCKER;C++;BUG;{cpp11,user-experience}
cpp:S3973;A conditionally executed single line should be denoted by indentation;CRITICAL;C++;CODE_SMELL;{confusing,suspicious}
cpp:S3624;When the Rule-of-Zero is not applicable, the Rule-of-Five should be followed;CRITICAL;C++;BUG;{cert,leak}
cpp:S5000;memcmp should only be called with pointers to trivially copyable types with no padding;BLOCKER;C++;BUG;{unpredictable}
swift:S2068;Credentials should not be hard-coded;BLOCKER;Swift;VULNERABILITY;{cert,cwe,owasp-a2,sans-top25-porous}
swift:S1659;Multiple variables should not be declared on the same line;MINOR;Swift;CODE_SMELL;{cert,convention,misra}
swift:S2070;SHA-1 and Message-Digest hash algorithms should not be used in secure contexts;CRITICAL;Swift;VULNERABILITY;{cwe,owasp-a6,sans-top25-porous,spring}
swift:S2737;catch clauses should do more than rethrow;MINOR;Swift;CODE_SMELL;{clumsy,error-handling,finding,unused}
vbnet:S1751;Loops with at most one iteration should be refactored;MAJOR;VB.NET;BUG;{}
vbnet:S4586;Non-async Task/Task<T> methods should not return null;CRITICAL;VB.NET;BUG;{}
vbnet:S2737;catch clauses should do more than rethrow;MINOR;VB.NET;CODE_SMELL;{clumsy,error-handling,finding,unused}
plsql:S1135;Track uses of TODO tags;INFO;PL/SQL;CODE_SMELL;{cwe}
plsql:S1134;Track uses of FIXME tags;MAJOR;PL/SQL;CODE_SMELL;{cwe}
plsql:S4801;SELECT statements used as argument of EXISTS statements should be selective;CRITICAL;PL/SQL;CODE_SMELL;{}
plsql:S1656;Variables and columns should not be self-assigned;MAJOR;PL/SQL;BUG;{cert}
plsql:S2070;SHA-1 and Message-Digest hash algorithms should not be used in secure contexts;CRITICAL;PL/SQL;VULNERABILITY;{cwe,owasp-a6,sans-top25-porous,spring}
plsql:S4584;CREATE_TIMER should not be used;MAJOR;PL/SQL;CODE_SMELL;{performance}
plsql:NestedCommentsCheck;Comments should not be nested;MINOR;PL/SQL;CODE_SMELL;{cert,confusing,misra}
